cod,NOME
431575,Riozinho
354350,Riversul
412250,Roncador
431620,Rondinha
210960,Rosário
315650,Rubelita
231190,Saboeiro
354515,Saltinho
421535,Saltinho
292740,Salvador
261240,Sanharó
292800,Santaluz
431740,Santiago
292960,Sapeaçu
412620,Sapopema
150775,Sapucaia
330540,Sapucaia
355110,Sarapuí
421730,Saudades
316630,Sericita
316690,Serrania
316700,Serranos
251590,Serraria
241350,Serrinha
293050,Serrinha
251610,Soledade
432080,Soledade
261440,Solidão
251600,Solânea
355220,Sorocaba
251615,Sossêgo
172085,Sucupira
355260,Tabapuã
261480,Tacaratu
172097,Talismã
412667,Tamarana
412670,Tamboara
231320,Tamboril
241400,Tangará
421790,Tangará
293100,Tanhaçu
316805,Taparuba
412680,Tapejara
432090,Tapejara
251650,Taperoá
293120,Taperoá
316820,Tapiraí
355350,Tapiraí
355365,Taquaral
231325,Tarrafas
355410,Taubaté
251670,Teixeira
251675,Tenório
221100,Teresina
231340,Tianguá
211210,Timbiras
316870,Timóteo
432146,Tio Hugo
412780,Tomazina
261540,Toritama
355470,Torrinha
150805,Trairão
293180,Tremedal
261560,Trindade
522140,Trindade
421870,Tubarão
150810,Tucuruí
172125,Tupirama
412795,Tupãssi
211240,Turiaçu
355520,Turiúba
293220,Ubaitaba
412800,Ubiratã
522157,Uirapuru
251690,Uiraúna
241450,Umarizal
280760,Umbaúba
412810,Umuarama
130430,Urucará
293270,Uruçuca
221120,Uruçuí
293290,Valença
330610,Valença
355620,Valinhos
421910,Vargeão
317070,Varginha
412853,Ventania
432290,Viadutos
522220,Vila Boa
412870,Vitorino
320530,Vitória
172210,Xambioá
421950,Xanxerê
150840,Xinguara
355715,Zacarias
211400,Zé Doca
290030,Acajutiba
260030,Agrestina
430020,Ajuricaba
250050,Alagoinha
250502,Alagoinha
260060,Alagoinha
310140,Albertina
290080,Alcobaça
520030,Alexânia
520050,Aloândia
310180,Alpercata
230060,Altaneira
350115,Alumínio
310220,Alvarenga
130002,Alvarães
130029,Alvarães
520082,Amaralina
350160,Americana
210070,Anajatuba
290135,Andorinha
350210,Andradina
500085,Angélica
520110,Anápolis
250077,Aparecida
350250,Aparecida
410140,Apucarana
230090,Apuiarés
280020,Aquidabã
310330,Aracitaba
230120,Aracoiaba
170215,Araguanã
210087,Araguanã
520215,Araguapaz
170200,Araguaçu
430085,Arambaré
270030,Arapiraca
410150,Arapongas
230125,Ararendá
260110,Araripina
290230,Aratuípe
310340,Araçuaí
310410,Arceburgo
260120,Arcoverde
510140,Aripuanã
110002,Ariquemes
350420,Auriflama
210125,Bacabeira
230185,Banabuiú
310560,Barbacena
150130,Barcarena
240150,Barcelona
410260,Barracão
430180,Barracão
290320,Barreiras
260140,Barreiros
230210,Baturité
350610,Bebedouro
230230,Bela Cruz
310640,Belo Vale
150150,Benevides
210190,Bequimão
310700,Biquinhas
290360,Biritinga
140010,Boa Vista
1401,Boa Vista
250215,Boa Vista
310730,Bocaiúva
500215,Bodoquena
220190,Bom Jesus
240170,Bom Jesus
250220,Bom Jesus
420253,Bom Jesus
430230,Bom Jesus
210207,Bom Lugar
420245,Bombinhas
350730,Boracéia
250270,Borborema
350740,Borborema
430250,Bossoroca
310850,Botumirim
290420,Botuporã
420270,Botuverá
150170,Bragança
510190,Brasnorte
530010,Brasília
530000,Brasília
530001,Brasília
530002,Brasília
530003,Brasília
530004,Brasília
530005,Brasília
530006,Brasília
530007,Brasília
530008,Brasília
530009,Brasília
530011,Brasília
539999,Brasília
320115,Brejetuba
520380,Britânia
350780,Brodowski
290470,Buerarema
350820,Buritizal
330070,Cabo Frio
350840,Cabreúva
290490,Cachoeira
290530,Cafarnaum
160020,Calçoene
290570,Camaçari
420320,Camboriú
270135,Campestre
311100,Campestre
430390,Campo Bom
260360,Camutanga
350990,Cananéia
420370,Canelinha
420380,Canoinhas
311205,Cantagalo
330110,Cantagalo
410445,Cantagalo
311230,Capelinha
311240,Capetinga
260380,Capoeiras
410465,Carambeí
311320,Carandaí
311330,Carangola
330093,Carapebus
311340,Caratinga
290690,Caravelas
430470,Carazinho
290689,Caraíbas
240230,Caraúbas
250407,Caraúbas
311350,Carbonita
320130,Cariacica
311380,Carmésia
230340,Carnaubal
260390,Carnaíba
270180,Carneiros
311460,Carrancas
311480,Carvalhos
290720,Casa Nova
150240,Castanhal
351110,Catanduva
250435,Caturité
350850,Caçapava
351150,Cerquilho
355720,Chavantes
430540,Chiapetta
510310,Cocalinho
351210,Colômbia
170555,Combinado
290870,Condeúba
311790,Congonhal
311800,Congonhas
311820,Conquista
311870,Coqueiral
410630,Corbélia
290900,Cordeiros
500310,Corguinho
260470,Correntes
351290,Cosmorama
430595,Cotiporã
351310,Cravinhos
420460,Criciúma
520650,Cromínia
430610,Cruz Alta
351330,Cruzália
312080,Cruzília
420475,Cunhataí
312083,Cuparaque
220320,Curimatá
260510,Custódia
410530,Céu Azul
312180,Dionísio
312247,Dom Bosco
210380,Dom Pedro
420510,Dona Emma
260515,Dormentes
410725,Douradina
500350,Douradina
351470,Echaporã
130140,Eirunepé
430680,Encantado
430705,Ernestina
430740,Esmeralda
291060,Esplanada
430755,Estação
280210,Estância
260550,Ferreiros
270280,Flexeiras
312600,Florestal
240380,Florânia
351610,Florínia
130160,Fonte Boa
230435,Forquilha
230440,Fortaleza
420550,Fraiburgo
312700,Fronteira
312730,Galiléia
260590,Gameleira
260600,Garanhuns
430860,Garibaldi
430865,Garruchos
220435,Geminiano
351710,Glicério
312737,Goiabeira
520850,Goiandira
240420,Goianinha
170830,Goianorte
230480,Granjeiro
430920,Gravataí
230490,Groaíras
420630,Guabiruba
220450,Guadalupe
351720,Guaiçara
312800,Guanhães
351750,Guapiaçu
410900,Guapirama
410910,Guaporema
250630,Guarabira
351810,Guarantã
320240,Guarapari
351830,Guararema
410960,Guaratuba
520929,Guaraíta
351880,Guarulhos
420665,Guatambú
312900,Guiricema
250640,Gurinhém
520960,Heitoraí
312920,Heliodora
430957,Herveiras
520980,Hidrolina
230523,Horizonte
230526,Ibaretama
312940,Ibertioga
291210,Ibicaraí
312965,Ibiracatu
260670,Ibirajuba
291280,Ibirapuã
351950,Ibirarema
291290,Ibirataia
320255,Ibitirama
313000,Ibituruna
291320,Ibotirama
410990,Icaraíma
352010,Igarapava
431010,Igrejinha
411000,Iguaraçu
313050,Ilicínea
431030,Ilópolis
250670,Imaculada
431036,Imigrante
280280,Indiaroba
510450,Indiavaí
260710,Ingazeira
431041,Inhacorá
291370,Inhambupe
150340,Inhangapi
313110,Inimutaba
230570,Ipaumirim
291380,Ipecaetá
230610,Irauçuba
250690,Itabaiana
280290,Itabaiana
291470,Itaberaba
521040,Itaberaí
313190,Itabirito
330190,Itaboraí
260740,Itacuruba
431055,Itacurubi
411090,Itaguajé
320270,Itaguaçu
230625,Itaitinga
230620,Itaiçaba
291550,Itajuípe
291560,Itamaraju
130195,Itamarati
313310,Itanhandu
352210,Itanhaém
313340,Itapagipe
291610,Itaparica
330220,Itaperuna
291650,Itapicuru
230640,Itapipoca
230650,Itapiúna
291680,Itarantim
313390,Itaverava
352360,Itirapina
352370,Itirapuã
313420,Ituiutaba
521150,Itumbiara
352410,Ituverava
352270,Itápolis
411150,Ivaiporã
291735,Jaborandi
352420,Jaborandi
313490,Jacutinga
431090,Jacutinga
291770,Jaguarari
230690,Jaguaribe
291780,Jaguaripe
420880,Jaguaruna
431100,Jaguarão
240510,Jandaíra
291790,Jandaíra
313520,Januária
431112,Jaquirana
500490,Jaraguari
313560,Jequitaí
291810,Jeremoabo
352540,Jeriquara
220530,Jerumenha
313590,Jesuânia
411275,Jesuítas
313610,Joanésia
420910,Joinville
313650,Jordânia
521210,Joviânia
291845,Jucuruçu
270400,Junqueiro
352620,Juquitiba
313680,Juramento
291900,Lajedinho
352660,Lavrinhas
291930,Lençóis
411340,Leópolis
313850,Liberdade
411345,Lindoeste
240690,Lucrécia
313867,Luisburgo
352780,Lupércio
521250,Luziânia
280370,Macambira
291980,Macaúbas
291990,Macururé
352840,Mairinque
431173,Mampituba
130255,Manaquiri
313940,Manhuaçu
130270,Manicoré
292045,Mansidão
521280,Mara Rosa
421040,Maracajá
150430,Maracanã
150440,Marapanim
352885,Marapoama
270460,Maravilha
421050,Maravilha
270480,Maribondo
411545,Marquinho
521290,Marzagão
210640,Mata Roma
411573,Mato Rico
250939,Maturéia
352950,Mendonça
352960,Meridiano
314210,Miradouro
431230,Miraguaí
260930,Mirandiba
292140,Mirangaba
171330,Miranorte
411600,Miraselva
353110,Mongaguá
240770,Montanhas
353180,Monte Mor
314345,Montezuma
353100,Monções
230890,Morrinhos
521380,Morrinhos
292180,Mortugaba
353200,Morungaba
431250,Mostardas
431262,Muliterno
353220,Narandiba
314440,Natércia
280440,Neópolis
130300,Nhamundá
353260,Nhandeara
140040,Normandia
240830,Nova Cruz
314480,Nova Lima
521490,Nova Roma
521523,Novo Gama
270560,Novo Lino
353360,Nuporanga
270600,Olivença
314587,Orizânia
353430,Orlândia
314600,Ouro Fino
140045,Pacaraima
314655,Pai Pedro
314640,Paineiras
411750,Paiçandu
270620,Palestina
353500,Palestina
292350,Palmeiras
231010,Palmácia
314690,Papagaios
421220,Papanduva
330360,Paracambi
210770,Paraibano
353560,Paraibuna
231025,Paraipaba
292360,Paramirim
314740,Paraopeba
292370,Paratinga
240880,Parazinho
270642,Pariconha
130340,Parintins
133403,Parintins
220760,Parnaguá
210780,Parnarama
220770,Parnaíba
314750,Passabém
314840,Paulistas
353650,Paulínia
210820,Pedreiras
280510,Pedrinhas
150560,Peixe-Boi
431430,Pejuçara
231060,Penaforte
314970,Perdigão
314995,Periquito
210845,Peritoró
261090,Pesqueira
261110,Petrolina
353810,Pindorama
411920,Pinhalão
330395,Pinheiral
320410,Pinheiros
353830,Piquerobi
210880,Pirapemas
411950,Piraquara
521770,Pontalina
354050,Porangaba
521800,Porangatu
231110,Porteiras
160055,Pracuúba
412035,Pranchita
354105,Pratânia
150610,Primavera
261140,Primavera
431515,Progresso
251240,Puxinanã
412070,Quatiguá
150611,Quatipuru
251250,Queimadas
292580,Queimadas
330414,Queimados
315380,Queluzito
292590,Quijingue
330415,Quissamã
354220,Rancharia
412150,Rebouças
431540,Redentora
231170,Reriutaba
171855,Riachinho
315445,Riachinho
241090,Riachuelo
280590,Riachuelo
261180,Ribeirão
315480,Rio Acima
315490,Rio Casca
330440,Rio Claro
354390,Rio Claro
270770,Rio Largo
315530,Rio Manso
150616,Rio Maria
412230,Rio Negro
500730,Rio Negro
431570,Rio Pardo
315580,Rio Pomba
315590,Rio Preto
251290,Rio Tinto
521880,Rio Verde
412240,Rolândia
521890,Rubiataba
354450,Rubinéia
354440,Rubiácea
412270,Sabáudia
261220,Salgueiro
210970,Sambaíba
431660,Sananduva
412340,Santa Fé
220930,Santa Luz
150680,Santarém
431990,Sapiranga
330550,Saquarema
355120,Sarutaiá
211172,Satubinha
421740,Schroeder
432023,Sede Nova
500780,Selvíria
316556,Sem-Peixe
293020,Sento Sé
316640,Seritinga
412640,Sertaneja
261410,Sertânia
316555,Setubinha
355200,Silveiras
522060,Silvânia
316770,Sobrália
320501,Sooretama
330570,Sumidouro
140060,São Luiz
510794,Tabaporã
130406,Tabatinga
355270,Tabatinga
316790,Tabuleiro
261470,Tacaimbó
293110,Tanquinho
270910,Taquarana
120060,Tarauacá
316840,Tarumirim
316850,Teixeiras
261510,Terezinha
412720,Terra Boa
432145,Teutônia
110160,Theobroma
421795,Tigrinhos
261530,Timbaúba
316900,Tocantins
130423,Tonantins
355480,Tremembé
432210,Tucunduva
432230,Tuparendi
316970,Turmalina
355530,Turmalina
522150,Turvânia
355550,Ubirajara
432234,Ubiretama
140070,Uiramutã
293245,Umburanas
251700,Umbuzeiro
432237,Unistalda
317050,Urucânia
421900,Urussanga
432254,Vale Real
330615,Varre-Sai
330620,Vassouras
241475,Venha-Ver
261600,Venturosa
241480,Vera Cruz
293320,Vera Cruz
355660,Vera Cruz
432270,Vera Cruz
317107,Veredinha
261620,Vertentes
500840,Vicentina
261630,Vicência
241500,Vila Flor
510860,Vila Rica
355680,Viradouro
317170,Virgínia
293345,Wanderley
432377,Westfalia
421940,Witmarsum
421960,Xavantina
310060,Água Boa
510020,Água Boa
520010,Abadiânia
150010,Abaetetuba
310030,Abre Campo
350010,Adamantina
520015,Adelândia
290070,Alagoinhas
210020,Alcântara
240050,Alexandria
430057,Alto Feliz
230070,Alto Santo
350200,Analândia
150080,Ananindeua
500070,Anastácio
520120,Anhanguera
430070,Anta Gorda
500110,Aquidauana
520170,Aragarças
170130,Aragominas
170190,Araguacema
510100,Araguaiana
510120,Araguainha
170220,Araguatins
170210,Araguaína
510125,Araputanga
420140,Araranguá
350320,Araraquara
410180,Araucária
350280,Araçatuba
260105,Araçoiaba
350335,Arco-Íris
310445,Aricanduva
250135,Assunção
210135,Bacurituba
410230,Balsa Nova
250150,Bananeiras
290323,Barro Alto
520320,Barro Alto
220140,Barro Duro
500190,Bataguassu
500200,Batayporã
500210,Bela Vista
290350,Belo Campo
270090,Belo Monte
230240,Boa Viagem
210200,Bom Jardim
260220,Bom Jardim
330050,Bom Jardim
420260,Bom Retiro
520357,Bonópolis
250250,Boqueirão
270110,Branquinha
220196,Brasileira
120010,Brasiléia
310900,Brumadinho
210232,Buriticupu
290475,Buritirama
210235,Buritirana
130083,Caapiranga
250310,Cabaceiras
520400,Cabeceiras
310950,Cabo Verde
520440,Caiapônia
250370,Cajazeiras
520455,Caldazinha
260345,Camaragibe
311070,Cambuquira
520465,Campinaçu
520470,Campinorte
311115,Campo Azul
311120,Campo Belo
420350,Campo Erê
430400,Campo Novo
311190,Cana Verde
220225,Canavieira
260370,Canhotinho
210270,Cantanhede
290610,Canápolis
311180,Canápolis
230290,Capistrano
311280,Capitólio
140020,Caracaraí
311310,Caranaíba
290710,Carinhanha
230320,Caririaçu
240250,Carnaubais
210290,Carutapera
311530,Cataguases
410500,Catanduvas
420400,Catanduvas
520530,Cavalcante
311580,Centralina
110005,Cerejeiras
410520,Cerro Azul
210320,Chapadinha
351170,Charqueada
230395,Chorozinho
290770,Chorrochó
270190,Chã Preta
311630,Cipotânea
351190,Clementina
311700,Comercinho
420430,Concórdia
311930,Coromandel
290930,Correntina
110007,Corumbiara
500325,Costa Rica
430600,Crissiumal
520620,Cristalina
312030,Cristália
312015,Crisólita
150280,Curralinho
430632,Derrubadas
351370,Descalvado
312130,Descoberto
312160,Diamantina
510350,Diamantino
351385,Dirce Reis
312190,Divinésia
510360,Dom Aquino
312250,Dom Cavati
150293,Dom Eliseu
250570,Dona Inês
320210,Ecoporanga
351492,Elisiário
291050,Entre Rios
420517,Entre Rios
430730,Erval Seco
312410,Esmeraldas
250600,Esperança
291072,Eunápolis
260540,Feira Nova
280220,Feira Nova
312560,Felisburgo
312595,Fervedouro
500390,Figueirão
351580,Flora Rica
280230,Frei Paulo
220430,Fronteiras
250625,Gado Bravo
312733,Gameleiras
520860,Goianésia
312740,Gonçalves
410890,Guairaçá
410895,Guamiranga
330185,Guapimirim
312820,Guaraciaba
420640,Guaraciaba
312825,Guaraciama
420650,Guaramirim
410940,Guarapuava
351820,Guararapes
291180,Guaratinga
351780,Guaraçaí
312860,Guarda-Mor
351885,Guatapará
210490,Guimarães
510420,Guiratinga
312910,Gurinhatã
270300,Ibateguara
291200,Ibiassucê
291250,Ibipitanga
430990,Ibiraiaras
313020,Igaratinga
291345,Igrapiúna
210530,Imperatriz
313065,Indaiabira
352050,Indaiatuba
352070,Indiaporã
500440,Inocência
240470,Ipanguaçu
230565,Ipaporanga
420775,Iraceminha
313180,Itabirinha
313200,Itacambira
313210,Itacarambi
291530,Itagimirim
171070,Itaguatins
313270,Itambacuri
510454,Itanhangá
510445,Itanhangá
320280,Itapemirim
411125,Itaperuçu
291640,Itapetinga
130200,Itapiranga
420840,Itapiranga
260775,Itapissuma
291660,Itapitanga
250700,Itaporanga
352280,Itaporanga
521120,Itapuranga
500460,Itaquiraí
150370,Itupiranga
420850,Ituporanga
521160,Ivolândia
431085,Jaboticaba
431087,Jacuizinho
411190,Jaguapitã
291760,Jaguaquara
313500,Jaguaraçu
230700,Jaguaruana
280330,Japaratuba
313530,Japaraíba
270370,Jaramataia
411270,Jataizinho
313570,Jequitibá
521205,Jesúpolis
110012,Ji-Paraná
240590,João Dias
510520,Juscimeira
313695,Juvenília
210590,Lago Verde
240650,Lagoa Nova
291875,Lagoa Real
250830,Lagoa Seca
420950,Laurentino
171215,Lavandeira
313840,Leopoldina
431164,Linha Nova
250850,Livramento
250855,Logradouro
421000,Luiz Alves
352770,Luiziânia
411375,Lunardelli
260900,Macaparana
352820,Macedônia
313890,Machacalis
431170,Machadinho
352850,Mairiporã
250890,Mamanguape
130250,Manacapuru
411420,Mandaguari
313950,Manhumirim
230765,Maracanaú
292060,Maragogipe
230770,Maranguape
313970,Maravilhas
250905,Marcação
314030,Marliéria
411540,Marmeleiro
314055,Mata Verde
314100,Mato Verde
314110,Matozinhos
521295,Matrinchã
411580,Medianeira
352965,Mesópolis
314225,Miravânia
421085,Mirim Doce
353080,Moji Mirim
353130,Monte Alto
314290,Monte Azul
314300,Monte Belo
431240,Montenegro
521375,Montividiu
292210,Mundo Novo
500568,Mundo Novo
521405,Mundo Novo
314410,Muzambinho
171420,Natividade
330310,Natividade
421130,Navegantes
314460,Nepomuceno
521450,Nerópolis
330320,Nilópolis
292265,Nordestina
411680,Nova Cantu
431306,Nova Hartz
292275,Nova Ibiá
510622,Nova Mutum
431310,Nova Palma
314500,Nova Ponte
431330,Nova Prata
292290,Nova Soure
411727,Nova Tebas
510626,Novo Mundo
431346,Novo Xingu
353400,Onda Verde
314585,Oratórios
353420,Orindiúva
150530,Oriximiná
411730,Ortigueira
314610,Ouro Preto
251060,Ouro Velho
353480,Ouro Verde
421185,Ouro Verde
431360,Paim Filho
421200,Palma Sola
220750,Palmeirais
261010,Palmeirina
431380,Palmitinho
314720,Paraguaçu
411810,Paranacity
411820,Paranaguá
353590,Paranapuã
261030,Paranatama
411840,Paranavaí
500630,Paranaíba
510629,Paranaíta
270644,Paripueira
240325,Parnamirim
261040,Parnamirim
431406,Passa Sete
292390,Pau Brasil
150555,Pau D'Arco
171630,Pau D'Arco
353640,Paulicéia
220780,Paulistana
314870,Pedra Azul
353680,Pedra Bela
280500,Pedra Mole
353700,Pedregulho
231070,Pentecoste
353730,Penápolis
171665,Pequizeiro
210840,Peri Mirim
292460,Pindobaçu
353870,Piracicaba
220830,Piracuruca
315090,Piranguçu
521760,Planaltina
292490,Planaltino
354025,Pontalinda
421330,Ponte Alta
315210,Ponte Nova
320425,Ponto Belo
292525,Ponto Novo
241020,Portalegre
521805,Porteirão
120080,Porto Acre
421350,Porto Belo
330411,Porto Real
412020,Porto Rico
292540,Potiraguá
231123,Potiretama
315260,Pouso Alto
431513,Pouso Novo
354160,Promissão
510706,Querência
292593,Quixabeira
150613,Redenção
231160,Redenção
315430,Resplendor
354380,Rinópolis
330430,Rio Bonito
120040,Rio Branco
510720,Rio Branco
110026,Rio Crespo
315520,Rio Espera
431560,Rio Grande
521878,Rio Quente
421505,Rio Rufino
421480,Rio do Sul
354420,Riolândia
315610,Ritápolis
431580,Roca Sales
431610,Ronda Alta
150619,Rurópolis
315690,Sacramento
251300,Salgadinho
261210,Salgadinho
354510,Salmourão
150630,Salvaterra
241120,Santa Cruz
251320,Santa Cruz
261245,Santa Cruz
211020,Santa Rita
251370,Santa Rita
431720,Santa Rosa
421755,Serra Alta
355140,Serra Azul
355190,Severínia
316760,Simonésia
261420,Sirinhaém
293077,Sobradinho
432070,Sobradinho
421775,Sul Brasil
221093,Sussuapara
211050,São Bento
251390,São Bento
431800,São Borja
270820,São Brás
431844,São Jorge
421660,São José
261320,São João
412480,São João
211130,São Luís
355030,São Paulo
358001,São Paulo
358002,São Paulo
358003,São Paulo
358004,São Paulo
358005,São Paulo
358006,São Paulo
358007,São Paulo
358008,São Paulo
358009,São Paulo
358010,São Paulo
358011,São Paulo
358012,São Paulo
358013,São Paulo
358014,São Paulo
358015,São Paulo
358016,São Paulo
358017,São Paulo
358018,São Paulo
358019,São Paulo
358020,São Paulo
358021,São Paulo
358022,São Paulo
358023,São Paulo
358024,São Paulo
358025,São Paulo
358026,São Paulo
358027,São Paulo
358028,São Paulo
358029,São Paulo
358030,São Paulo
358031,São Paulo
358032,São Paulo
358033,São Paulo
358034,São Paulo
358035,São Paulo
358036,São Paulo
358037,São Paulo
358038,São Paulo
358039,São Paulo
358040,São Paulo
358041,São Paulo
358042,São Paulo
358043,São Paulo
358044,São Paulo
358045,São Paulo
358046,São Paulo
358047,São Paulo
358048,São Paulo
358049,São Paulo
358050,São Paulo
358051,São Paulo
358052,São Paulo
358053,São Paulo
358054,São Paulo
358055,São Paulo
358056,São Paulo
358057,São Paulo
358058,São Paulo
241270,São Pedro
355040,São Pedro
355060,São Roque
431960,São Sepé
316500,São Tiago
241290,São Tomé
412610,São Tomé
172090,Taguatinga
150795,Tailândia
316800,Taiobeiras
261485,Tamandaré
355360,Tapiratiba
500797,Taquarussu
231335,Tejuçuoca
293160,Teolândia
150796,Terra Alta
261520,Terra Nova
293170,Terra Nova
412730,Terra Rica
355440,Terra Roxa
412740,Terra Roxa
316880,Tiradentes
150800,Tomé-Açu
510820,Torixoréu
150803,Tracuateua
432160,Tramandaí
330600,Três Rios
421875,Tunápolis
261590,Tuparetama
172130,Tupiratins
317005,Ubaporanga
317030,Umburatiba
432240,Uruguaiana
432252,Vale Verde
261610,Verdejante
317110,Veríssimo
317120,Vespasiano
432340,Vila Maria
320520,Vila Velha
355700,Votorantim
432380,Xangri-lá
420040,Água Doce
290040,Água Fria
240040,Água Nova
120001,Acrelândia
420020,Agrolândia
420030,Agronômica
250040,Alagoa Nova
230050,Alcântaras
140005,Alto Alegre
350110,Alto Alegre
430055,Alto Alegre
220030,Alto Longá
310285,Angelândia
420110,Anitápolis
210083,Apicum-Açu
520180,Aragoiânia
350360,Areiópolis
510130,Arenápolis
520235,Arenópolis
430140,Arvorezinha
520260,Aurilândia
350440,Avanhandava
420208,Bandeirante
430195,Barra Funda
310570,Barra Longa
330040,Barra Mansa
420210,Barra Velha
130050,Barreirinha
290330,Barro Preto
230205,Barroquinha
260170,Belo Jardim
220160,Beneditinos
220170,Bertolínia
310660,Bertópolis
310680,Bias Fortes
250210,Boa Ventura
310790,Bom Repouso
250230,Bom Sucesso
310800,Bom Sucesso
410320,Bom Sucesso
150172,Brasil Novo
310890,Brasópolis
230250,Brejo Santo
150178,Breu Branco
420287,Brunópolis
310870,Brás Pires
310920,Buenópolis
310940,Buritizeiro
270120,Cacimbinhas
350880,Cafelândia
410345,Cafelândia
410350,Califórnia
311050,Camanducaia
311080,Campanário
410420,Campo Largo
410425,Campo Magro
220220,Campo Maior
510267,Campo Verde
290630,Canavieiras
430420,Candelária
290680,Cansanção
311220,Capela Nova
420325,Capão Alto
410470,Carlópolis
280150,Carmópolis
311455,Carneirinho
351080,Casa Branca
311490,Casa Grande
250415,Casserengue
510285,Castanheira
311535,Catas Altas
250420,Catingueira
290740,Catolândia
420415,Celso Ramos
420411,Celso Ramos
170410,Centenário
430511,Centenário
240270,Cerro Corá
430520,Cerro Largo
420417,Cerro Negro
430535,Charqueadas
410540,Chopinzinho
110092,Chupinguaia
260450,Chã Grande
210325,Cidelândia
210340,Coelho Neto
250440,Conceição
430580,Constantina
311890,Cordisburgo
351270,Corumbataí
520590,Corumbaíba
351280,Cosmópolis
510337,Cotriguaçu
290960,Crisópolis
430613,Cruzaltense
410685,Cruzmaltina
420470,Cunha Porã
420480,Curitibanos
220325,Curralinhos
520680,Damolândia
500345,Deodápolis
170700,Dianópolis
312240,Divisa Nova
312260,Dom Joaquim
430660,Dom Pedrito
312280,Dom Viçoso
330160,Duas Barras
351510,Embu-Guaçu
420520,Erval Velho
170740,Esperantina
220370,Esperantina
312530,Faria Lemos
430790,Farroupilha
510370,Feliz Natal
170770,Filadélfia
291085,Filadélfia
430840,Formigueiro
430843,Forquetinha
312680,Frei Gaspar
312720,Funilândia
312780,Grão Mogol
420610,Grão Pará
410930,Guaraniaçu
312830,Guaranésia
312890,Guimarânia
351890,Guzolândia
291185,Heliópolis
430960,Horizontina
430965,Hulha Negra
230533,Ibicuitinga
430995,Ibirapuitã
270320,Igreja Nova
220465,Ilha Grande
130190,Itacoatiara
420810,Itaiópolis
411100,Itambaracá
313350,Itapecerica
521100,Itapirapuã
171090,Itapiratins
250710,Itapororoca
260780,Itaquitinga
313370,Itatiaiuçu
352430,Jaboticabal
411180,Jacarezinho
352460,Jacupiranga
230670,Jaguaretama
230680,Jaguaribara
352470,Jaguariúna
411220,Janiópolis
270360,Japaratinga
291820,Jiquiriçá
352550,Joanópolis
210560,Joselândia
220535,João Costa
320313,João Neiva
250770,Juazeirinho
250790,Juripiranga
313760,Lagoa Santa
521225,Lagoa Santa
280360,Laranjeiras
210600,Lima Campos
313860,Lima Duarte
313868,Luislândia
313870,Luminárias
220580,Luzilândia
240700,Luís Gomes
292000,Maiquinique
521260,Mairipotaba
240725,Major Sales
313920,Malacacheta
411410,Mandaguaçu
411430,Mandirituba
330260,Mangaratiba
320332,Marataízes
320335,Marilândia
352890,Mariápolis
411530,Mariópolis
270500,Mata Grande
411560,Matelândia
314070,Mateus Leme
250937,Mato Grosso
421070,Matos Costa
431171,Maçambará
314180,Minas Novas
353070,Mogi Guaçu
421105,Monte Carlo
110140,Monte Negro
292150,Monte Santo
314340,Monte Sião
230870,Morada Nova
353190,Morro Agudo
521390,Mossâmedes
150405,Mãe do Rio
314437,Natalândia
251000,Nazarezinho
411670,Nova Aurora
521480,Nova Aurora
314467,Nova Belém
292270,Nova Canaã
353290,Nova Europa
210730,Nova Iorque
353340,Nova Odessa
171488,Nova Olinda
230920,Nova Olinda
251020,Nova Olinda
431308,Nova Pádua
431333,Nova Ramada
230930,Nova Russas
421150,Nova Trento
110143,Nova União
313660,Nova União
421160,Nova Veneza
521500,Nova Veneza
171510,Novo Acordo
130320,Novo Airão
171515,Novo Alegre
521520,Novo Brasil
171525,Novo Jardim
314537,Novorizonte
292330,Ouriçangas
240850,Ouro Branco
270610,Ouro Branco
314590,Ouro Branco
292335,Ourolândia
220730,Paes Landim
171570,Palmeirante
314675,Palmópolis
150550,Paragominas
411830,Paranapoema
510630,Paranatinga
150553,Parauapebas
431403,Pareci Novo
292380,Paripiranga
314770,Passa Tempo
314780,Passa-Vinte
431410,Passo Fundo
421227,Passos Maia
210800,Pastos Bons
411850,Pato Branco
314810,Patrocínio
431413,Paulo Bento
421230,Paulo Lopes
210810,Paulo Ramos
353670,Pederneiras
240960,Pedra Preta
510637,Pedra Preta
500640,Pedro Gomes
240980,Pedro Velho
240990,Pendências
521645,Perolândia
330390,Petrópolis
270680,Piaçabuçu
220810,Pimenteiras
231085,Pindoretama
353820,Pinhalzinho
421290,Pinhalzinho
315057,Pintópolis
521710,Piracanjuba
315100,Piranguinho
315110,Pirapetinga
353920,Pirapozinho
353940,Piratininga
251180,Pirpirituba
500660,Ponta Porã
431478,Ponte Preta
315220,Porteirinha
270730,Porto Calvo
354060,Porto Feliz
315230,Porto Firme
431505,Porto Mauá
110020,Porto Velho
354080,Potirendaba
315170,Poço Fundo
280550,Poço Verde
354090,Pradópolis
171830,Praia Norte
315290,Pratápolis
270760,Quebrangulo
412120,Quitandinha
412125,Ramilândia
315400,Raul Soares
412160,Renascença
315440,Ressaquinha
220885,Riacho Frio
521870,Rianápolis
320435,Rio Bananal
261190,Rio Formoso
421490,Rio Fortuna
240895,Rio do Fogo
421520,Romelândia
241110,Ruy Barbosa
292720,Ruy Barbosa
354550,Sandovalina
